review_date,rating,review_text,cleaned_review_text
2025-06-03 23:26:22,1,التطبيق لا يعمل مسحته و حملته كتير لا يعمل و كل مرة لا يتم إرسال رسائل و مشعرفة مفروض اعمل ايه عشان التطبيق يفتح و يشتغل مفروض ف حل,التطبيق لا يعمل مسحته و حملته كتير لا يعمل و كل مرة لا يتم إرسال رسائل و مشعرفة مفروض اعمل ايه عشان التطبيق يفتح و يشتغل مفروض ف حل
2024-12-07 08:12:29,5,جميل,جميل
2025-01-21 01:28:38,5,Good,Good
2025-04-03 05:07:01,1,مش عايز يشتغل ييقفل لوحده,مش عايز يشتغل ييقفل لوحده
2022-11-24 15:44:20,5,تطبيق روعه بيقوم بعمليه التحويل فى ثوانى اسرع من موظف البنك,تطبيق روعه بيقوم بعمليه التحويل فى ثوانى اسرع من موظف البنك
2024-07-20 14:59:17,1,الرجاء إضافة التعامل مع البريد المصري,الرجاء إضافة التعامل مع البريد المصري
2025-05-16 15:13:17,1,عندي مشكله كل مانزل الانساباي مش بيشتغل معايا رغم انه كام شغال قبل مااعمل استعادة ضبط للموبايل فهل المشكله ايه لو سمحت,عندي مشكله كل مانزل الانساباي مش بيشتغل معايا رغم انه كام شغال قبل مااعمل استعادة ضبط للموبايل فهل المشكله ايه لو سمحت
2024-10-06 01:01:15,5,ممتاز,ممتاز
2022-10-05 18:04:32,2,البرنامج بيعلق ارسلت ميلغ لفودافون كاش وجاني تم ارسال المبلغ ولما يتم في الجهة الاخري وبعد ذلك علق البرنامج ولم يعمل,البرنامج بيعلق ارسلت ميلغ لفودافون كاش وجاني تم ارسال المبلغ ولما يتم في الجهة الاخري وبعد ذلك علق البرنامج ولم يعمل
2024-07-03 15:48:52,4,لن اتمكن من معرفة رصيدي تظهر لي هذه الرساله لن يتم تنفيذ طلبك يرجي المحاولة مرة أخرى أكثر من مرة حدث ذلك,لن اتمكن من معرفة رصيدي تظهر لي هذه الرساله لن يتم تنفيذ طلبك يرجي المحاولة مرة أخرى أكثر من مرة حدث ذلك
2024-11-14 13:47:29,2,عندما اقوم بالتثبيث ياتيني اشعار التطبيق يستمر فالتوقف,عندما اقوم بالتثبيث ياتيني اشعار التطبيق يستمر فالتوقف
2024-11-30 21:06:48,5,تطبيق جميل جدا فى ادارة بطاقاتى البنكية انصحكم بتحميله,تطبيق جميل جدا فى ادارة بطاقاتى البنكية انصحكم بتحميله
2024-12-23 00:07:40,5,ممتاز,ممتاز
2025-04-10 12:08:25,1,رسووووم😡😡,رسووووم😡😡
2024-03-08 03:51:13,1,حل مشكلة عدم ارسال الرسالة,حل مشكلة عدم ارسال الرسالة
2025-08-15 01:03:15,3,مقبول,مقبول
2024-11-27 17:55:23,3,بعد التحديث توقف البرنامج,بعد التحديث توقف البرنامج
2023-11-11 15:21:30,5,ممتاز,ممتاز
2024-10-01 20:50:06,5,ممتاز,ممتاز
2022-08-25 20:23:40,5,ممتاز جدا وراءع شكرا لكم,ممتاز جدا وراءع شكرا لكم
2023-10-23 18:47:44,5,ممتاز جدا جدا جدا جدا جدا 💪,ممتاز جدا جدا جدا جدا جدا 💪
2024-09-30 13:30:03,5,ممتاز جدا,ممتاز جدا
2024-06-24 15:28:57,1,عملت الي انت قلت عليه ومسحتو وغبت فتره ورجعت شغلتو نزلتو تاني نفس القصه بيطلب مني تسجيل الرقم الي عليه الحساب بدوس علي الشريحة الي عليه الحساب بخودوفتره ومشبجبلي المسج لتاكيد,عملت الي انت قلت عليه ومسحتو وغبت فتره ورجعت شغلتو نزلتو تاني نفس القصه بيطلب مني تسجيل الرقم الي عليه الحساب بدوس علي الشريحة الي عليه الحساب بخودوفتره ومشبجبلي المسج لتاكيد
2025-04-06 05:35:05,5,جيد,جيد
2024-06-26 20:11:23,5,عالمي والله,عالمي والله
2025-01-22 16:07:19,3,اكبر مشكله في انستا باي تركيب الشريحه المصريه في التليفون خارج مصر ودية بحد ذاتها ميزه غير جيده لابد من تطوير البرنامج وتحديثه للعمل بعيدا عن شبكه التليفون المصري مثال رقم التليفون المسجل لدي البنك مع رقم سري مع عنوان الدفع والتحقق عبر رساله نصيه علي الرقم حتي لو الرقم المصري في تليفون اخرحاليا في التسجيل اغلب الناس بتواجه مشاكل في التسجيل وثانيا المفروض يشتغل البرنامج علي شبكه النت وليس بالضرورة الخط المصري يكون متواجد في التليفون.. وشكرا,اكبر مشكله في انستا باي تركيب الشريحه المصريه في التليفون خارج مصر ودية بحد ذاتها ميزه غير جيده لابد من تطوير البرنامج وتحديثه للعمل بعيدا عن شبكه التليفون المصري مثال رقم التليفون المسجل لدي البنك مع رقم سري مع عنوان الدفع والتحقق عبر رساله نصيه علي الرقم حتي لو الرقم المصري في تليفون اخرحاليا في التسجيل اغلب الناس بتواجه مشاكل في التسجيل وثانيا المفروض يشتغل البرنامج علي شبكه النت وليس بالضرورة الخط المصري يكون متواجد في التليفون.. وشكرا
2025-07-09 13:06:05,1,محاولة. الدخول لا يمكن ارسال الرسالة,محاولة. الدخول لا يمكن ارسال الرسالة
2023-11-15 11:08:39,5,جامد,جامد
2023-11-12 12:11:22,1,سئ جدا لا يقراء اى بطاقه ويرسل انها غير متصله بهذا الرقم الهاتف,سئ جدا لا يقراء اى بطاقه ويرسل انها غير متصله بهذا الرقم الهاتف
2023-11-11 15:30:21,5,ممتاز,ممتاز
2024-06-13 22:15:27,1,نسيت الرقم السري للدخول ولا استطيع تغيره !؟,نسيت الرقم السري للدخول ولا استطيع تغيره !؟
2022-06-13 14:25:42,2,برنامج له سمعه طيبه بين الناس ولكن انا اتصلت بخدمه العملاء أكثر من مرة لحل مشكلة IPN عند التسجيل مع العلم بأن الهاتف الخاص بي حديث وهو شاومي نوت 10 لايت والاندرويد 12 فبرجاء الافاده والسرعه في حل المشكله,برنامج له سمعه طيبه بين الناس ولكن انا اتصلت بخدمه العملاء أكثر من مرة لحل مشكلة IPN عند التسجيل مع العلم بأن الهاتف الخاص بي حديث وهو شاومي نوت 10 لايت والاندرويد 12 فبرجاء الافاده والسرعه في حل المشكله
2025-05-08 21:24:04,5,بواجه مشكله في انشاء الحساب يكتبلي لم يتم ارسال رساله الينا.... اي الحل؟,بواجه مشكله في انشاء الحساب يكتبلي لم يتم ارسال رساله الينا.... اي الحل؟
2025-04-15 05:51:21,5,ممتاز وموفر للوقت,ممتاز وموفر للوقت
2025-03-07 05:03:54,5,ممتااااااااااااااااااااااااااااااااااااااااااااااااااز جدااااااااااااااااااااااااااااااااااااااااااااااااااااا,ممتااااااااااااااااااااااااااااااااااااااااااااااااااز جدااااااااااااااااااااااااااااااااااااااااااااااااااااا
2022-10-13 01:26:11,4,جميل,جميل
2024-09-29 10:02:43,5,ممتاز جدا,ممتاز جدا
2024-10-06 01:41:11,5,لا يعمل منذ يومين,لا يعمل منذ يومين
2022-08-07 13:05:29,4,جيد جدا ويحتاج لبعض المميزات اكتر .,جيد جدا ويحتاج لبعض المميزات اكتر .
2024-12-20 22:43:25,5,برنامج ممتاز,برنامج ممتاز
2023-11-04 10:38:10,4,التطبيق جيد جدآ ويوفر الوقت اسرع من تحويلات البنك,التطبيق جيد جدآ ويوفر الوقت اسرع من تحويلات البنك
2023-11-03 13:23:57,5,اجمل برنامج تحويل في مصر,اجمل برنامج تحويل في مصر
2024-03-12 10:06:05,5,ممتاز,ممتاز
2024-05-25 13:02:06,5,ممتاز,ممتاز
2024-11-29 09:34:59,5,تجربة رائعة ونتمنى التطوير دائما,تجربة رائعة ونتمنى التطوير دائما
2024-01-25 20:53:04,1,تم تثبيت التطبيق وبعد ذلك عند فتح التطبيق يعطى لا يوجد شريحه بالهاتف مع العلم بوجود الشريحه,تم تثبيت التطبيق وبعد ذلك عند فتح التطبيق يعطى لا يوجد شريحه بالهاتف مع العلم بوجود الشريحه
2023-11-09 16:03:39,5,جيده جدا,جيده جدا
2023-09-17 11:46:24,1,رد خدمه العملاء سئ جدا البرنامج متوقف منذ اسبوع ومفيش حد عنده حل,رد خدمه العملاء سئ جدا البرنامج متوقف منذ اسبوع ومفيش حد عنده حل
2024-09-10 19:52:31,5,ممتاز,ممتاز
2025-02-28 18:00:29,5,جميل,جميل
2024-06-21 16:31:24,5,جميله,جميله
2025-03-10 01:12:27,5,تمام,تمام
2025-01-28 15:29:09,1,كل ما ابعت رسالة للبرنامج يرد بان رسالة لم ترد رغم فتح الأذونات كاملة,كل ما ابعت رسالة للبرنامج يرد بان رسالة لم ترد رغم فتح الأذونات كاملة
2025-01-26 21:04:01,5,❤️,❤️
2024-11-18 15:44:07,1,التحديثات كتيره جدا و دي مشكله,التحديثات كتيره جدا و دي مشكله
2024-02-29 23:12:52,1,تطبيق حلو بس لا يقبل اادخال كل البيانات صحيحة والتطبيق لايقبل بارسال رقم الفيزا خطا اورقم الهاتف رغم ان الارقام صحيحة مستحيل ندخل بيانات خطا مش جايين من قارة تانية حاولنا الاستفادة لكن التطبيق مش حابب,تطبيق حلو بس لا يقبل اادخال كل البيانات صحيحة والتطبيق لايقبل بارسال رقم الفيزا خطا اورقم الهاتف رغم ان الارقام صحيحة مستحيل ندخل بيانات خطا مش جايين من قارة تانية حاولنا الاستفادة لكن التطبيق مش حابب
2025-03-28 21:22:26,1,التطبيق مش بيفتح معايا وكل اما افتحه يقفل,التطبيق مش بيفتح معايا وكل اما افتحه يقفل
2025-07-08 01:31:35,5,جيدة,جيدة
2024-01-31 22:14:21,5,👍,👍
2024-09-20 09:26:17,1,تم تغير التليفون الى اخر ولم يعمل وتم الاتصال بخدمه العملاء غير متدربين للاسف تطبيق سئ جدا,تم تغير التليفون الى اخر ولم يعمل وتم الاتصال بخدمه العملاء غير متدربين للاسف تطبيق سئ جدا
2024-02-25 15:56:05,1,سئ,سئ
2025-06-17 23:23:49,3,عندي مشكلة بقالها يومين كل لما احول مبلغ يقولي العملية مرفوضه,عندي مشكلة بقالها يومين كل لما احول مبلغ يقولي العملية مرفوضه
2025-07-01 10:07:32,1,البرنامج مش عايز يفتح جايب مش عايز يعمل أى حاجة,البرنامج مش عايز يفتح جايب مش عايز يعمل أى حاجة
2024-03-03 14:00:53,1,البرنامج غير متوافق مع جهازي في عرض الشاشة عند إدخال الرقم السري,البرنامج غير متوافق مع جهازي في عرض الشاشة عند إدخال الرقم السري
2025-03-12 23:56:48,1,قمت بتغير الشبكة المستخدمة ولكن نفس الرقم المسجل علي البرنامج ولا يستجيم معي,قمت بتغير الشبكة المستخدمة ولكن نفس الرقم المسجل علي البرنامج ولا يستجيم معي
2025-03-11 13:41:18,1,Please Support - Application Doesn't Work I've Made Restart & Reinstall for Phone and App Several Times,Please Support - Application Doesn't Work I've Made Restart & Reinstall for Phone and App Several Times
2025-03-26 20:12:34,1,بعد اضافة الرسوم اصبح لا فائدة منه,بعد اضافة الرسوم اصبح لا فائدة منه
2024-10-01 01:30:19,5,ممتاز جدا جدا,ممتاز جدا جدا
2024-06-01 18:22:34,5,تطبيق ممتاز,تطبيق ممتاز
2024-08-03 09:23:04,5,رائع,رائع
2025-01-02 05:14:41,5,جميل جدا,جميل جدا
2024-07-08 15:23:03,5,ممتازه,ممتازه
2023-01-21 16:37:50,4,جيد جدا ولكن ينقصه توفير خدمات دفع الفواتير,جيد جدا ولكن ينقصه توفير خدمات دفع الفواتير
2024-11-11 21:47:50,5,ok,ok
2024-06-05 14:39:01,5,جميل جدا ومميز 💞💞,جميل جدا ومميز 💞💞
2024-03-29 00:19:43,1,التحديث الاخير سئ جدا جدا البرنامج بيهنج علطول,التحديث الاخير سئ جدا جدا البرنامج بيهنج علطول
2025-02-26 21:50:55,1,التطبيق لا يعمل بعد تغيير الجهاز ارجو الحل ضروري,التطبيق لا يعمل بعد تغيير الجهاز ارجو الحل ضروري
2024-06-02 13:21:03,5,ممتاز جدا شكرا,ممتاز جدا شكرا
2024-08-10 11:10:08,5,تمام,تمام
2024-11-14 00:33:28,5,ممتاز جدا جزاكم الله خير الجزاء,ممتاز جدا جزاكم الله خير الجزاء
2024-12-30 22:50:52,5,ممتاز,ممتاز
2025-04-09 01:19:25,5,رائع,رائع
2022-06-25 23:02:44,1,مش عاوز يفتح,مش عاوز يفتح
2022-06-22 04:22:06,5,التطبيق ممتاز تم تفعيله بنجاح بالنسبه لحسابي ولكن عند تفعيله لأسرتي تم كل الخطوات بنجاح ولكن لم يظهر الزصيد ..برجاء الأفاده,التطبيق ممتاز تم تفعيله بنجاح بالنسبه لحسابي ولكن عند تفعيله لأسرتي تم كل الخطوات بنجاح ولكن لم يظهر الزصيد ..برجاء الأفاده
